"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Affiliations","Authors with affiliations","Document Type","Source"
"Kaliukh I.; Vasylenko V.; Berchun Y.; Vapnichna V.; Sedin V.; Tytarenko O.","Kaliukh, Iurii (58507208900); Vasylenko, Vladyslav (58759360200); Berchun, Yaroslav (57195130934); Vapnichna, Viktoriia (57194558595); Sedin, Volodymyr (6506188128); Tytarenko, Olha (58759226200)","58507208900; 58759360200; 57195130934; 57194558595; 6506188128; 58759226200","The Computational Intelligence application for assessing the technical state of a multi-storey building damaged by an explosion","2023","0","10.1109/KhPIWeek61412.2023.10312914","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179522091&doi=10.1109%2fKhPIWeek61412.2023.10312914&partnerID=40&md5=b4f58296d2e32c12b4e21391316bdd55","Department of Natural Resources, Institute of Telecommunications and Global Information Space of the National Academy of Sciences of Ukraine, Kyiv, Ukraine; Department of Complex Research, Institute of Telecommunications and Global Information Space of the National Academy of Sciences of Ukraine, Kyiv, Ukraine; Department of Geoengineering, National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute"", Kyiv, Ukraine; Department of Engineering Geology and Geotechnics, State Higher Education Institution, “Prydniprovskа State Academy of Civil Engineering and Architecture”, Dnipro, Ukraine; Department of Digital Technologies in Energy Industry, National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute"", Kyiv, Ukraine","Kaliukh I., Department of Natural Resources, Institute of Telecommunications and Global Information Space of the National Academy of Sciences of Ukraine, Kyiv, Ukraine; Vasylenko V., Department of Complex Research, Institute of Telecommunications and Global Information Space of the National Academy of Sciences of Ukraine, Kyiv, Ukraine; Berchun Y., Department of Complex Research, Institute of Telecommunications and Global Information Space of the National Academy of Sciences of Ukraine, Kyiv, Ukraine; Vapnichna V., Department of Geoengineering, National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute"", Kyiv, Ukraine; Sedin V., Department of Engineering Geology and Geotechnics, State Higher Education Institution, “Prydniprovskа State Academy of Civil Engineering and Architecture”, Dnipro, Ukraine; Tytarenko O., Department of Digital Technologies in Energy Industry, National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute"", Kyiv, Ukraine","Conference paper","Scopus"
"Balynska O.; Barabash O.; Zabzaliuk D.; Shehavtsov R.; Stetsyiik N.","Balynska, Olha (57207569268); Barabash, Olha (57194699372); Zabzaliuk, Dmytro (57221462097); Shehavtsov, Ruslan (58299989400); Stetsyiik, Nataliya (58300079700)","57207569268; 57194699372; 57221462097; 58299989400; 58300079700","Introduction of Artificial Intelligence in the Justice System: International Experience","2023","0","10.26512/lstr.v15i1.43439","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160955652&doi=10.26512%2flstr.v15i1.43439&partnerID=40&md5=68a7e49da154efadd7321e673a7ad7ee","Lviv State University of Internal Affairs, Lviv, Ukraine; Department of General Legal Disciplines, Lviv State University of Internal Affairs, Lviv, Ukraine; Faculty for Training Investigators, Lviv State University of Internal Affairs, Lviv, Ukraine; Department of Theory of Law, Constitutional and Private Law, Lviv State University of Internal Affairs, Lviv, Ukraine","Balynska O., Lviv State University of Internal Affairs, Lviv, Ukraine; Barabash O., Department of General Legal Disciplines, Lviv State University of Internal Affairs, Lviv, Ukraine; Zabzaliuk D., Department of General Legal Disciplines, Lviv State University of Internal Affairs, Lviv, Ukraine; Shehavtsov R., Faculty for Training Investigators, Lviv State University of Internal Affairs, Lviv, Ukraine; Stetsyiik N., Department of Theory of Law, Constitutional and Private Law, Lviv State University of Internal Affairs, Lviv, Ukraine","Article","Scopus"
"Honcharenko T.; Akselrod R.; Shpakov A.; Khomenko O.","Honcharenko, Tetyana (57204204504); Akselrod, Roman (57218144984); Shpakov, Andrii (57463962100); Khomenko, Oleksandr (57946896700)","57204204504; 57218144984; 57463962100; 57946896700","Information system based on multi-value classification of fully connected neural network for construction management","2023","3","10.11591/ijai.v12.i2.pp593-601","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144201990&doi=10.11591%2fijai.v12.i2.pp593-601&partnerID=40&md5=af49e50ee0277fc032c9ca4346fc32b4","Department of Information Technologies of Design and Applied Mathematics, Kyiv National University of Construction and Architecture, 31, Povitroflotsky Avenue, Kyiv, 03037, Ukraine; Academic Work and Regional Development, Kyiv National University of Construction and Architecture, Kyiv, Ukraine; Educational and Methodological Work, Department of Management in Construction, Kyiv National University of Construction and Architecture, Kyiv, Ukraine; Academic Affairs and Integrated Development, Kyiv National University of Construction and Architecture, Kyiv, Ukraine","Honcharenko T., Department of Information Technologies of Design and Applied Mathematics, Kyiv National University of Construction and Architecture, 31, Povitroflotsky Avenue, Kyiv, 03037, Ukraine; Akselrod R., Academic Work and Regional Development, Kyiv National University of Construction and Architecture, Kyiv, Ukraine; Shpakov A., Educational and Methodological Work, Department of Management in Construction, Kyiv National University of Construction and Architecture, Kyiv, Ukraine; Khomenko O., Academic Affairs and Integrated Development, Kyiv National University of Construction and Architecture, Kyiv, Ukraine","Article","Scopus"
"Bohaienko V.; Romashchenko M.; Sardak A.; Gladky A.","Bohaienko, Vsevolod (8708467600); Romashchenko, Mykhailo (57194714812); Sardak, Anastasiia (58021147400); Gladky, Anatolii (58020672600)","8708467600; 57194714812; 58021147400; 58020672600","Mathematical modelling technique to mitigate soil moisture measurement inaccuracies under the conditions of drip irrigation","2023","0","10.1007/s00271-022-00835-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144181382&doi=10.1007%2fs00271-022-00835-6&partnerID=40&md5=e508026fb72201a17ff420a5be452c2b","VM Glushkov Institute of Cybernetics of NAS of Ukraine, Kyiv, Ukraine; Institute of Water Problems and Land Reclamation of NAAS of Ukraine, Kyiv, Ukraine","Bohaienko V., VM Glushkov Institute of Cybernetics of NAS of Ukraine, Kyiv, Ukraine; Romashchenko M., Institute of Water Problems and Land Reclamation of NAAS of Ukraine, Kyiv, Ukraine; Sardak A., Institute of Water Problems and Land Reclamation of NAAS of Ukraine, Kyiv, Ukraine; Gladky A., VM Glushkov Institute of Cybernetics of NAS of Ukraine, Kyiv, Ukraine","Article","Scopus"
"Kleyko D.; Rachkovskij D.; Osipov E.; Rahimi A.","Kleyko, Denis (36608288800); Rachkovskij, Dmitri (6602751396); Osipov, Evgeny (14042402300); Rahimi, Abbas (35732094400)","36608288800; 6602751396; 14042402300; 35732094400","A Survey on Hyperdimensional Computing aka Vector Symbolic Architectures, Part II: Applications, Cognitive Models, and Challenges","2023","14","10.1145/3558000","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147845869&doi=10.1145%2f3558000&partnerID=40&md5=5400141f938a69dc205aafe43a0707f8","University of California at Berkeley, Berkeley, 94720, CA, United States; Research Institutes of Sweden, Kista, 16440, Sweden; International Research and Training Center for Information Technologies, Kiev, 03680, Ukraine; Luleå University of Technology, Luleå, 97187, Sweden; Ibm Research Zurich, Zurich, 8803, Switzerland","Kleyko D., University of California at Berkeley, Berkeley, 94720, CA, United States, Research Institutes of Sweden, Kista, 16440, Sweden; Rachkovskij D., International Research and Training Center for Information Technologies, Kiev, 03680, Ukraine, Luleå University of Technology, Luleå, 97187, Sweden; Osipov E., Luleå University of Technology, Luleå, 97187, Sweden; Rahimi A., Ibm Research Zurich, Zurich, 8803, Switzerland","Article","Scopus"
"Gavrylenko S.; Vladislav Z.; Khatsko N.","Gavrylenko, Svitlana (57189042150); Vladislav, Zozulia (58759048900); Khatsko, Nataliia (57200820629)","57189042150; 58759048900; 57200820629","METHODS FOR IMPROVING THE QUALITY OF CLASSIFICATION ON IMBALANCED DATA","2023","0","10.1109/KhPIWeek61412.2023.10312879","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179516254&doi=10.1109%2fKhPIWeek61412.2023.10312879&partnerID=40&md5=7ba98a38047e961930efa846ae1c5bd9","Department of Computer Engineering and Programming, National Technical University “Kharkiv Polytechnic Institute”, Kharkiv, Ukraine; Department of Information Systems and Technologies, National Technical University «Kharkiv Polytechnic Institute», Kharkiv, Ukraine","Gavrylenko S., Department of Computer Engineering and Programming, National Technical University “Kharkiv Polytechnic Institute”, Kharkiv, Ukraine; Vladislav Z., Department of Computer Engineering and Programming, National Technical University “Kharkiv Polytechnic Institute”, Kharkiv, Ukraine; Khatsko N., Department of Information Systems and Technologies, National Technical University «Kharkiv Polytechnic Institute», Kharkiv, Ukraine","Conference paper","Scopus"
"Kirichenko L.; Zhadan A.; Selivanova A.","Kirichenko, Lyudmyla (47861221700); Zhadan, Artur (58733790100); Selivanova, Alla (57210948259)","47861221700; 58733790100; 57210948259","Analysis of the Influence of Pulse Width Modulation of Artificial Lighting Sources on the Human Body Using Artificial Intelligence Methods","2023","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178301393&partnerID=40&md5=0aeae8b38773c07f64aff8a2a5dadbd1","Kharkiv National University of Radio Electronics, Nauky av., 14, Kharkiv, 61166, Ukraine; Odesa National University of Technology, Kanatnaya str., Odessa, 65039, Ukraine","Kirichenko L., Kharkiv National University of Radio Electronics, Nauky av., 14, Kharkiv, 61166, Ukraine; Zhadan A., Odesa National University of Technology, Kanatnaya str., Odessa, 65039, Ukraine; Selivanova A., Odesa National University of Technology, Kanatnaya str., Odessa, 65039, Ukraine","Conference paper","Scopus"
"Zaychenko Y.; Zaichenko H.; Kuzmenko O.","Zaychenko, Yuriy (6602686355); Zaichenko, Helen (58734901900); Kuzmenko, Oleksii (58067179700)","6602686355; 58734901900; 58067179700","Investigation of Hybrid Deep Learning Networks in Forecasting Energy Supply","2023","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178258214&partnerID=40&md5=466ea8ad1098a191bc274688198532dd","National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Institute for Applied System Analysis, Prospect Beresteiskyi, 37, Kyiv, 03056, Ukraine","Zaychenko Y., National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Institute for Applied System Analysis, Prospect Beresteiskyi, 37, Kyiv, 03056, Ukraine; Zaichenko H., National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Institute for Applied System Analysis, Prospect Beresteiskyi, 37, Kyiv, 03056, Ukraine; Kuzmenko O., National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Institute for Applied System Analysis, Prospect Beresteiskyi, 37, Kyiv, 03056, Ukraine","Conference paper","Scopus"
"Kalenyuk I.; Lukyanenko L.; Tsymbal L.; Stankevics A.; Uninets I.","Kalenyuk, Iryna (57207888913); Lukyanenko, Lubov (58699645600); Tsymbal, Liudmyla (57207890003); Stankevics, Aivars (57209129625); Uninets, Iryna (58700118300)","57207888913; 58699645600; 57207890003; 57209129625; 58700118300","THE SMART MANUFACTURING: IMPERATIVES AND TRENDS","2023","0","10.55643/fcaptp.5.52.2023.4126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177059935&doi=10.55643%2ffcaptp.5.52.2023.4126&partnerID=40&md5=4611a96a5e1da00bc5d1d0513a60ac16","Research Institute of Economic Development, Kyiv National Economic University named after Vadym Hetman, Kyiv, Ukraine; Department of International Accounting Department, Kyiv National Economic University named after Vadum Hetman, Kyiv, Ukraine; Department of International Economy Department, Kyiv National Economic University named Vadym Hetman, Kyiv, Ukraine; ISMA University of Applied Science, Riga, Latvia; Department of Economics of Education, Ukrainian State Dragomanov University, Kyiv, Ukraine","Kalenyuk I., Research Institute of Economic Development, Kyiv National Economic University named after Vadym Hetman, Kyiv, Ukraine; Lukyanenko L., Department of International Accounting Department, Kyiv National Economic University named after Vadum Hetman, Kyiv, Ukraine; Tsymbal L., Department of International Economy Department, Kyiv National Economic University named Vadym Hetman, Kyiv, Ukraine; Stankevics A., ISMA University of Applied Science, Riga, Latvia; Uninets I., Department of Economics of Education, Ukrainian State Dragomanov University, Kyiv, Ukraine","Article","Scopus"
"Romanov V.O.; Galelyuka I.B.; Hrusha V.M.; Voronenko O.V.; Kovyrova O.V.; Antonova H.V.; Kedych A.V.","Romanov, V.O. (24178598200); Galelyuka, I.B. (24179449600); Hrusha, V.M. (24179404800); Voronenko, O.V. (56007395000); Kovyrova, O.V. (54789863400); Antonova, H.V. (57215354948); Kedych, A.V. (58681327400)","24178598200; 24179449600; 24179404800; 56007395000; 54789863400; 57215354948; 58681327400","Wireless Sensor Networks for Digital Agriculture, Environmental Protection, and Healthcare","2023","0","10.1007/s10559-023-00638-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178485842&doi=10.1007%2fs10559-023-00638-3&partnerID=40&md5=a6e8ee62c40574e20263b9dc43f11d68","V. M. Glushkov Institute of Cybernetics, National Academy of Sciences of Ukraine, Kyiv, Ukraine","Romanov V.O., V. M. Glushkov Institute of Cybernetics, National Academy of Sciences of Ukraine, Kyiv, Ukraine; Galelyuka I.B., V. M. Glushkov Institute of Cybernetics, National Academy of Sciences of Ukraine, Kyiv, Ukraine; Hrusha V.M., V. M. Glushkov Institute of Cybernetics, National Academy of Sciences of Ukraine, Kyiv, Ukraine; Voronenko O.V., V. M. Glushkov Institute of Cybernetics, National Academy of Sciences of Ukraine, Kyiv, Ukraine; Kovyrova O.V., V. M. Glushkov Institute of Cybernetics, National Academy of Sciences of Ukraine, Kyiv, Ukraine; Antonova H.V., V. M. Glushkov Institute of Cybernetics, National Academy of Sciences of Ukraine, Kyiv, Ukraine; Kedych A.V., V. M. Glushkov Institute of Cybernetics, National Academy of Sciences of Ukraine, Kyiv, Ukraine","Article","Scopus"
"Litvinova O.; Hammerle F.P.; Stoyanov J.; Ksepka N.; Matin M.; Ławiński M.; Atanasov A.G.; Willschke H.","Litvinova, Olena (58731042100); Hammerle, Fabian Peter (57208534317); Stoyanov, Jivko (6601905660); Ksepka, Natalia (58527385600); Matin, Maima (58709368200); Ławiński, Michał (6603759691); Atanasov, Atanas G. (7102991067); Willschke, Harald (8702875100)","58731042100; 57208534317; 6601905660; 58527385600; 58709368200; 6603759691; 7102991067; 8702875100","Patent and Bibliometric Analysis of the Scientific Landscape of the Use of Pulse Oximeters and Their Prospects in the Field of Digital Medicine","2023","0","10.3390/healthcare11223003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178322665&doi=10.3390%2fhealthcare11223003&partnerID=40&md5=a84312ed56790065d27bf270403acb19","Department of Management and Quality Assurance in Pharmacy, National University of Pharmacy, Ministry of Health of Ukraine, Kharkiv, 61002, Ukraine; Ludwig Boltzmann Institute Digital Health and Patient Safety, Medical University of Vienna, Vienna, 1090, Austria; Department of Anesthesia, General Intensiv Care and Pain Management, Medical University of Vienna, Vienna, 1090, Austria; Swiss Paraplegic Research, Nottwil, 6207, Switzerland; Institute of Genetics and Animal Biotechnology of the Polish Academy of Sciences, Magdalenka, 05-552, Poland; Department of General, Gastroenterologic and Oncologic Surgery, Medical University of Warsaw, Warsaw, 02-097, Poland","Litvinova O., Department of Management and Quality Assurance in Pharmacy, National University of Pharmacy, Ministry of Health of Ukraine, Kharkiv, 61002, Ukraine, Ludwig Boltzmann Institute Digital Health and Patient Safety, Medical University of Vienna, Vienna, 1090, Austria; Hammerle F.P., Ludwig Boltzmann Institute Digital Health and Patient Safety, Medical University of Vienna, Vienna, 1090, Austria, Department of Anesthesia, General Intensiv Care and Pain Management, Medical University of Vienna, Vienna, 1090, Austria; Stoyanov J., Swiss Paraplegic Research, Nottwil, 6207, Switzerland; Ksepka N., Institute of Genetics and Animal Biotechnology of the Polish Academy of Sciences, Magdalenka, 05-552, Poland; Matin M., Institute of Genetics and Animal Biotechnology of the Polish Academy of Sciences, Magdalenka, 05-552, Poland; Ławiński M., Institute of Genetics and Animal Biotechnology of the Polish Academy of Sciences, Magdalenka, 05-552, Poland, Department of General, Gastroenterologic and Oncologic Surgery, Medical University of Warsaw, Warsaw, 02-097, Poland; Atanasov A.G., Ludwig Boltzmann Institute Digital Health and Patient Safety, Medical University of Vienna, Vienna, 1090, Austria, Institute of Genetics and Animal Biotechnology of the Polish Academy of Sciences, Magdalenka, 05-552, Poland; Willschke H., Ludwig Boltzmann Institute Digital Health and Patient Safety, Medical University of Vienna, Vienna, 1090, Austria, Department of Anesthesia, General Intensiv Care and Pain Management, Medical University of Vienna, Vienna, 1090, Austria","Article","Scopus"
